product_id,sku,barcode,product_name,department,brand,cost_price,selling_price,mrp,gst_percent,color,size,warranty_months,rating,review_count,status
78,SKU000078,743282864040,Amul Cookies,Groceries,Amul,13689,15060.47,15813.49,5,Black,XL,0,3.7,4182,Discontinued
79,SKU000079,403289031464,Apple Headphones,Electronics,Apple,3964,5183.67,5442.85,18,Blue,M,17,3.7,3860,Discontinued
80,SKU000080,601572977690,Apple Smart Watch,Electronics,Apple,20004,25257.35,26520.22,18,Blue,L,6,3.5,1495,Active
81,SKU000081,736957671489,IKEA Storage Box,Home,IKEA,5841,7061.26,7414.32,18,White,S,13,3.7,3387,Discontinued
82,SKU000082,265777947939,LG Headphones,Electronics,LG,44038,54289.34,57003.81,18,Black,L,13,3.8,178,Discontinued
83,SKU000083,217880643030,IKEA Storage Box,Home,IKEA,36986,44082.5,46286.62,18,White,XL,9,3.7,4559,Active
84,SKU000084,279997390676,Adidas Jeans,Fashion,Adidas,14809,19094.76,20049.5,12,Red,M,18,3.7,1554,Discontinued
85,SKU000085,429855016570,Apple Smartphone,Electronics,Apple,45008,61438.12,64510.03,18,Black,L,18,4.6,1891,Discontinued
86,SKU000086,563088463676,LG Laptop,Electronics,LG,12130,14008.13,14708.54,18,White,XL,13,4.3,2943,Discontinued
87,SKU000087,047468204178,IKEA Cookware,Home,IKEA,27168,33149.78,34807.27,18,White,XL,8,4.7,1426,Active
88,SKU000088,584284794107,Apple Headphones,Electronics,Apple,31776,36022.73,37823.87,18,Black,L,1,4.5,392,Discontinued
89,SKU000089,170137421195,LG Laptop,Electronics,LG,5636,6441.28,6763.34,18,Red,NA,10,4.9,4403,Active
90,SKU000090,183968198431,Britannia Cookies,Groceries,Britannia,4277,5805.78,6096.07,5,Black,M,2,3.6,1316,Discontinued
91,SKU000091,882415570360,LG Cookware,Home,LG,30661,36347.56,38164.94,18,White,L,4,4.3,3883,Active
92,SKU000092,387707051214,LG Chair,Home,LG,17828,19869.13,20862.59,18,Red,S,12,3.9,1122,Discontinued
93,SKU000093,715478337087,Apple Headphones,Electronics,Apple,28965,32292.13,33906.74,18,Blue,XL,11,4.6,3463,Discontinued
94,SKU000094,259626586368,Amul Tea,Groceries,Amul,8406,9536.65,10013.48,5,Red,M,18,4.4,3741,Active
95,SKU000095,091685696441,Puma Jeans,Fashion,Puma,11123,12634.24,13265.95,12,White,NA,0,4.9,1606,Discontinued
96,SKU000096,829966322325,Amul Cookies,Groceries,Amul,32670,45364.15,47632.36,5,White,NA,23,4.5,2630,Active
97,SKU000097,021428875962,IKEA Chair,Home,IKEA,7712,8619.61,9050.59,18,Red,NA,7,3.8,2016,Discontinued
98,SKU000098,288589219051,Britannia Butter,Groceries,Britannia,33078,41932.41,44029.03,5,Blue,L,7,4.1,3292,Discontinued
99,SKU000099,571870422705,Puma Jacket,Fashion,Puma,46030,58832.09,61773.69,12,Red,M,6,4.0,1505,Active
100,SKU000100,118268186102,LG Storage Box,Home,LG,39728,49725.75,52212.04,18,Blue,XL,3,3.8,1170,Discontinued
101,SKU000101,545230659781,Adidas Jeans,Fashion,Adidas,26718,37178.48,39037.4,12,Black,L,4,3.9,2649,Discontinued
102,SKU000102,008156420199,IKEA Storage Box,Home,IKEA,39724,50246.18,52758.49,18,Blue,XL,9,4.3,331,Discontinued
103,SKU000103,269316309213,Puma Jeans,Fashion,Puma,46167,58738.83,61675.77,12,White,M,0,3.7,1152,Discontinued
104,SKU000104,433394073420,Amul Tea,Groceries,Amul,20771,25216.99,26477.84,5,Red,M,20,4.2,4381,Active
105,SKU000105,882961480289,Puma Jacket,Fashion,Puma,37288,51338.62,53905.55,12,Red,S,12,4.5,586,Discontinued
106,SKU000106,943754474968,Amul Milk,Groceries,Amul,33195,43072.12,45225.73,5,Blue,NA,13,4.4,4611,Active
107,SKU000107,487557841155,Nike Jacket,Fashion,Nike,9541,12056.45,12659.27,12,White,M,8,4.3,2015,Active
108,SKU000108,433550781160,Samsung Smart Watch,Electronics,Samsung,13468,16065.82,16869.11,18,Black,NA,23,4.9,2023,Discontinued
109,SKU000109,826953592695,Adidas Jacket,Fashion,Adidas,49242,57298.12,60163.03,12,Blue,L,20,3.7,1044,Active
110,SKU000110,660077689085,Amul Milk,Groceries,Amul,25575,33829.53,35521.01,5,Blue,M,12,4.5,995,Discontinued
111,SKU000111,441661821116,Amul Milk,Groceries,Amul,12521,14598.83,15328.77,5,Red,NA,14,4.5,462,Discontinued
112,SKU000112,371111815973,Amul Butter,Groceries,Amul,48542,64614.29,67845.0,5,Black,NA,5,4.3,4316,Discontinued
113,SKU000113,439788801833,Amul Tea,Groceries,Amul,26946,37189.16,39048.62,5,Blue,NA,13,3.6,3174,Active
114,SKU000114,876145772631,Sony Smart Watch,Electronics,Sony,41567,57124.9,59981.15,18,White,S,17,4.4,1826,Discontinued
115,SKU000115,912477543156,Sony Cookware,Home,Sony,32686,37830.82,39722.36,18,Blue,M,10,4.3,82,Discontinued
116,SKU000116,904087452680,Amul Cookies,Groceries,Amul,43340,50845.28,53387.54,5,Blue,XL,3,4.6,4663,Discontinued
117,SKU000117,825906486511,IKEA Chair,Home,IKEA,22536,29388.58,30858.01,18,Blue,XL,21,5.0,4466,Discontinued
118,SKU000118,784101664700,Sony Smart Watch,Electronics,Sony,21681,26857.04,28199.89,18,Black,M,12,4.1,705,Active
119,SKU000119,105459923218,LG Headphones,Electronics,LG,26713,30472.81,31996.45,18,Black,L,17,4.9,10,Discontinued
120,SKU000120,750489475072,Amul Milk,Groceries,Amul,20373,26536.66,27863.49,5,White,L,7,4.1,192,Discontinued
121,SKU000121,404731916285,Adidas Jacket,Fashion,Adidas,7898,9607.66,10088.04,12,White,XL,12,4.6,3674,Discontinued
122,SKU000122,226433689045,Nike Jeans,Fashion,Nike,23456,28621.79,30052.88,12,Blue,NA,10,4.8,3744,Discontinued
123,SKU000123,485063556327,Nike Jeans,Fashion,Nike,3623,4277.87,4491.76,12,White,L,0,3.8,258,Active
124,SKU000124,304665108047,Nike Shoes,Fashion,Nike,1369,1852.68,1945.31,12,White,S,5,4.7,1450,Discontinued
125,SKU000125,905697133809,Apple Headphones,Electronics,Apple,49501,57442.76,60314.9,18,Red,L,18,3.6,3593,Active
126,SKU000126,792204302177,Britannia Cookies,Groceries,Britannia,38429,45288.42,47552.84,5,Black,M,19,4.8,3589,Active
127,SKU000127,381909946114,Adidas Jeans,Fashion,Adidas,20584,27836.39,29228.21,12,Black,S,18,3.9,4052,Discontinued
128,SKU000128,754636272893,IKEA Storage Box,Home,IKEA,33322,39335.16,41301.92,18,Black,NA,4,4.5,4711,Discontinued
129,SKU000129,124930719126,Adidas Jacket,Fashion,Adidas,7957,10356.71,10874.55,12,Black,NA,11,4.9,896,Discontinued
130,SKU000130,756128509839,IKEA Chair,Home,IKEA,18138,24395.13,25614.89,18,Blue,L,3,4.0,4696,Active
131,SKU000131,986454347132,LG Smartphone,Electronics,LG,23842,28428.71,29850.15,18,Red,L,11,4.1,1651,Active
132,SKU000132,731332313613,Samsung Laptop,Electronics,Samsung,33616,45674.73,47958.47,18,Red,S,2,4.8,4465,Discontinued
133,SKU000133,336501744636,Adidas T-Shirt,Fashion,Adidas,38332,52841.13,55483.19,12,Red,NA,20,4.6,86,Active
134,SKU000134,739791786967,Britannia Butter,Groceries,Britannia,975,1330.2,1396.71,5,Red,L,0,4.9,4400,Active
135,SKU000135,256701964276,Nike Jacket,Fashion,Nike,13233,16426.91,17248.26,12,Black,S,21,3.6,14,Discontinued
136,SKU000136,355950103189,Samsung Headphones,Electronics,Samsung,3799,4551.76,4779.35,18,White,NA,18,3.9,2949,Discontinued
137,SKU000137,348375198749,Britannia Tea,Groceries,Britannia,46031,55409.61,58180.09,5,Blue,S,19,4.8,3255,Discontinued
138,SKU000138,327388873468,Britannia Butter,Groceries,Britannia,17697,21855.72,22948.51,5,Red,XL,8,3.9,3003,Discontinued
139,SKU000139,510790300493,Sony Laptop,Electronics,Sony,4093,5086.12,5340.43,18,Red,NA,8,3.8,1291,Active
140,SKU000140,151559190460,Sony Storage Box,Home,Sony,7406,10359.28,10877.24,18,Red,M,20,4.3,2034,Active
141,SKU000141,991394197788,Apple Smart Watch,Electronics,Apple,4431,6156.18,6463.99,18,Black,M,13,4.3,1872,Discontinued
142,SKU000142,967436204109,Nike Jacket,Fashion,Nike,29458,36686.11,38520.42,12,Black,L,7,4.0,2663,Active
143,SKU000143,447450480415,LG Headphones,Electronics,LG,10185,14211.51,14922.09,18,Blue,M,5,3.6,1026,Active
144,SKU000144,118032530418,LG Table,Home,LG,9621,10790.26,11329.77,18,Red,S,9,3.6,4730,Active
145,SKU000145,898344381126,Puma Jeans,Fashion,Puma,8063,10801.19,11341.25,12,White,NA,22,4.6,4029,Discontinued
146,SKU000146,157329729057,Samsung Laptop,Electronics,Samsung,23142,27311.97,28677.57,18,Blue,L,4,3.7,307,Active
147,SKU000147,916508694776,Sony Table,Home,Sony,13643,18450.29,19372.8,18,Black,M,19,4.8,1780,Discontinued
148,SKU000148,804575476047,Adidas Shoes,Fashion,Adidas,9920,11646.59,12228.92,12,Blue,NA,7,4.3,2338,Discontinued
149,SKU000149,984138398468,Adidas Jeans,Fashion,Adidas,32198,36833.9,38675.6,12,White,L,11,4.4,2235,Active
150,SKU000150,133280905624,Amul Butter,Groceries,Amul,9852,13059.51,13712.49,5,Black,XL,12,4.4,3192,Discontinued
151,SKU000151,703822619085,IKEA Storage Box,Home,IKEA,31510,43431.52,45603.1,18,Black,NA,0,3.7,3415,Discontinued
152,SKU000152,332698784216,Britannia Milk,Groceries,Britannia,29429,34739.74,36476.73,5,Blue,NA,19,4.2,38,Discontinued
153,SKU000153,484738517947,Sony Storage Box,Home,Sony,43754,57179.02,60037.97,18,Black,L,3,3.7,994,Active
154,SKU000154,705771312205,Sony Smartphone,Electronics,Sony,11823,14692.89,15427.53,18,Red,XL,8,5.0,3680,Active
155,SKU000155,817120214159,Puma Jeans,Fashion,Puma,34946,42708.49,44843.91,12,Black,M,0,4.9,3716,Active
156,SKU000156,520120420253,Amul Tea,Groceries,Amul,15451,18472.67,19396.3,5,Blue,XL,22,4.9,3551,Discontinued
157,SKU000157,111155382593,Adidas Shoes,Fashion,Adidas,28077,32886.86,34531.2,12,Blue,M,21,4.2,4837,Discontinued
158,SKU000158,792760093546,Britannia Cookies,Groceries,Britannia,40339,51285.68,53849.96,5,Black,XL,15,4.8,3124,Discontinued
159,SKU000159,899899849274,Sony Laptop,Electronics,Sony,29876,36885.58,38729.86,18,Blue,NA,2,4.2,3261,Discontinued
160,SKU000160,559383323217,Nike Jacket,Fashion,Nike,42002,55580.88,58359.92,12,Black,NA,18,3.7,2674,Discontinued
161,SKU000161,196274540974,Britannia Butter,Groceries,Britannia,24898,30394.71,31914.45,5,Black,NA,0,3.8,3090,Active
162,SKU000162,541396222783,IKEA Cookware,Home,IKEA,11078,14522.87,15249.01,18,Red,XL,20,3.7,765,Active
163,SKU000163,825100088700,Nike Jeans,Fashion,Nike,10214,11644.81,12227.05,12,Red,L,8,3.6,1111,Discontinued
164,SKU000164,029710191214,Sony Table,Home,Sony,33185,42823.83,44965.02,18,Blue,XL,1,3.7,282,Active
165,SKU000165,970952314583,Britannia Milk,Groceries,Britannia,20549,23296.12,24460.93,5,Blue,S,19,4.0,3658,Discontinued
166,SKU000166,617433685152,Sony Smartphone,Electronics,Sony,5031,6269.21,6582.67,18,Red,L,10,4.6,4832,Discontinued
167,SKU000167,891424677227,IKEA Chair,Home,IKEA,15301,21096.21,22151.02,18,Black,NA,12,4.6,4688,Active
168,SKU000168,202664712540,Nike T-Shirt,Fashion,Nike,35617,44531.74,46758.33,12,White,S,5,3.7,587,Discontinued
169,SKU000169,732129907660,LG Headphones,Electronics,LG,30565,35786.23,37575.54,18,Blue,L,18,3.9,3241,Discontinued
170,SKU000170,389969427466,Nike Jeans,Fashion,Nike,31649,39144.24,41101.45,12,Blue,S,23,4.4,2295,Discontinued
171,SKU000171,197107766673,Britannia Cookies,Groceries,Britannia,14237,18137.28,19044.14,5,Black,NA,17,3.7,2255,Discontinued
172,SKU000172,923690943865,LG Cookware,Home,LG,11921,16146.59,16953.92,18,Black,XL,8,3.6,2451,Active
173,SKU000173,797778687890,Amul Milk,Groceries,Amul,41782,48008.81,50409.25,5,Red,M,22,4.6,7,Discontinued
174,SKU000174,535933384527,Sony Table,Home,Sony,46151,59946.86,62944.2,18,Blue,XL,21,3.9,3394,Active
175,SKU000175,381715894680,Samsung Smartphone,Electronics,Samsung,25913,30878.08,32421.98,18,Blue,S,6,4.9,3211,Active
176,SKU000176,241695079729,Adidas Jeans,Fashion,Adidas,31012,36844.25,38686.46,12,White,M,4,4.9,2859,Active
177,SKU000177,610925123501,Apple Headphones,Electronics,Apple,17823,23564.07,24742.27,18,Black,M,17,4.4,2586,Discontinued
178,SKU000178,086248695136,LG Storage Box,Home,LG,23175,26029.77,27331.26,18,Red,NA,17,4.7,4833,Discontinued
179,SKU000179,170882323060,Puma Shoes,Fashion,Puma,21700,29554.16,31031.87,12,Black,NA,17,4.7,2827,Active
180,SKU000180,076671379927,Nike Shoes,Fashion,Nike,24231,27198.33,28558.25,12,Blue,S,21,4.7,3749,Discontinued
181,SKU000181,566614714083,LG Table,Home,LG,33824,45257.27,47520.13,18,Red,L,8,3.7,2186,Discontinued
182,SKU000182,034855232378,Sony Chair,Home,Sony,8479,10681.4,11215.47,18,White,L,23,4.9,2877,Discontinued
183,SKU000183,719679422634,Britannia Milk,Groceries,Britannia,1063,1372.95,1441.6,5,White,M,7,3.8,3235,Discontinued
184,SKU000184,076781419981,Adidas T-Shirt,Fashion,Adidas,29157,33903.97,35599.17,12,Black,M,22,4.2,234,Discontinued
185,SKU000185,302903474708,Britannia Cookies,Groceries,Britannia,18520,24427.14,25648.5,5,Black,M,6,4.9,442,Active
186,SKU000186,317475910149,Samsung Smart Watch,Electronics,Samsung,16767,19507.96,20483.36,18,Black,S,5,4.2,3448,Discontinued
187,SKU000187,832289603098,Britannia Butter,Groceries,Britannia,25485,33024.42,34675.64,5,Blue,NA,9,3.7,2395,Active
188,SKU000188,963184116114,LG Cookware,Home,LG,29219,40137.94,42144.84,18,Red,S,7,3.9,3727,Discontinued
189,SKU000189,488390380279,Puma Jacket,Fashion,Puma,45251,52049.54,54652.02,12,Blue,S,12,3.9,2331,Active
190,SKU000190,285952296059,Sony Headphones,Electronics,Sony,3783,4366.14,4584.45,18,Red,S,24,4.9,2141,Discontinued
191,SKU000191,129695002941,Amul Milk,Groceries,Amul,10507,13043.26,13695.42,5,White,XL,22,3.9,3202,Discontinued
192,SKU000192,631971611322,Apple Laptop,Electronics,Apple,46189,61561.28,64639.34,18,Red,S,9,4.0,235,Active
193,SKU000193,609467418069,Amul Butter,Groceries,Amul,27514,35754.56,37542.29,5,Blue,M,8,3.8,4681,Discontinued
194,SKU000194,109981101692,Apple Headphones,Electronics,Apple,23686,26121.89,27427.98,18,Blue,NA,15,4.9,3688,Active
195,SKU000195,988391321994,LG Chair,Home,LG,16842,19410.66,20381.19,18,White,S,22,5.0,1018,Active
196,SKU000196,031959983235,Puma Jacket,Fashion,Puma,46939,54451.67,57174.25,12,Black,M,22,4.7,720,Active
197,SKU000197,508225876958,Samsung Smartphone,Electronics,Samsung,26282,32702.04,34337.14,18,White,S,18,3.6,3904,Active
198,SKU000198,672188433097,Britannia Milk,Groceries,Britannia,32993,42564.99,44693.24,5,Black,L,23,3.8,777,Discontinued
199,SKU000199,656921823257,Samsung Headphones,Electronics,Samsung,4211,5377.38,5646.25,18,Red,L,0,3.7,4430,Discontinued
200,SKU000200,578505983074,Sony Cookware,Home,Sony,27584,36643.7,38475.89,18,Blue,NA,17,4.0,3475,Active
201,SKU000201,745411887820,Nike T-Shirt,Fashion,Nike,37551,49924.4,52420.62,12,Blue,XL,19,4.1,213,Discontinued
202,SKU000202,276616363868,Puma T-Shirt,Fashion,Puma,33463,45571.03,47849.58,12,White,XL,7,3.7,3824,Discontinued
203,SKU000203,118699674734,Sony Smartphone,Electronics,Sony,41482,57434.6,60306.33,18,White,XL,15,4.0,790,Discontinued
204,SKU000204,437469183475,Britannia Butter,Groceries,Britannia,13290,15111.95,15867.55,5,Red,NA,7,4.3,2471,Discontinued
205,SKU000205,324513420472,Apple Headphones,Electronics,Apple,21854,24098.74,25303.68,18,Red,M,12,3.9,3466,Discontinued
206,SKU000206,238495021703,Amul Butter,Groceries,Amul,6157,8557.4,8985.27,5,Blue,NA,11,4.6,2896,Active
207,SKU000207,961419739858,Samsung Smartphone,Electronics,Samsung,6815,9454.41,9927.13,18,Black,S,10,4.0,3218,Active
208,SKU000208,292970597277,Amul Butter,Groceries,Amul,14716,19409.31,20379.78,5,Red,NA,4,4.8,3805,Discontinued
209,SKU000209,916850396654,Sony Chair,Home,Sony,38322,46323.43,48639.6,18,White,XL,7,4.4,1485,Active
210,SKU000210,435259357354,Britannia Tea,Groceries,Britannia,44462,55596.27,58376.08,5,Blue,S,13,3.6,2869,Active
211,SKU000211,201609666116,Amul Cookies,Groceries,Amul,25453,34991.63,36741.21,5,White,L,23,4.6,2159,Active
212,SKU000212,117356078564,Samsung Smartphone,Electronics,Samsung,13468,15958.72,16756.66,18,Red,XL,19,4.5,1392,Active
213,SKU000213,414226066434,Puma Shoes,Fashion,Puma,42429,48174.48,50583.2,12,Red,NA,11,4.5,1172,Discontinued
214,SKU000214,122338425466,Sony Storage Box,Home,Sony,2884,3268.47,3431.89,18,White,XL,12,3.9,3560,Active
215,SKU000215,577183757549,Sony Storage Box,Home,Sony,18237,21371.83,22440.42,18,White,L,17,3.8,2331,Active
216,SKU000216,038146050782,LG Laptop,Electronics,LG,9676,10769.07,11307.52,18,White,XL,7,4.6,3947,Active
217,SKU000217,819154015027,Adidas T-Shirt,Fashion,Adidas,45434,60122.96,63129.11,12,White,NA,3,3.7,4254,Active
