order_item_id,order_id,product_id,quantity,unit_price,discount,total_price
68,24,1584,3,47604.37,138765.07,4048.04
69,24,2024,1,58497.3,56839.19,1658.11
70,24,4826,3,31359.26,91411.14,2666.64
71,24,702,4,54104.28,210282.77,6134.35
72,24,2312,3,1696.7,4945.82,144.28
73,25,17,3,52893.04,149735.7,8943.42
74,25,2839,2,41024.09,77423.81,4624.37
75,25,1038,1,7935.18,7487.94,447.24
76,25,3950,1,50008.53,47189.97,2818.56
77,25,2485,3,26391.07,74710.88,4462.33
78,26,1515,2,63554.42,126610.53,498.31
79,26,2134,3,12025.11,35933.9,141.43
80,26,3781,4,12567.33,50072.25,197.07
81,26,1589,3,52468.95,156789.76,617.09
82,27,2945,1,37035.72,35341.51,1694.21
83,27,2941,4,29681.73,113295.71,5431.21
84,27,1593,2,46448.15,88646.72,4249.58
85,27,3994,4,5398.54,20606.33,987.83
86,27,4785,2,61686.55,117729.34,5643.76
87,28,4065,2,26192.18,49798.21,2586.15
88,28,1999,4,49693.98,188962.62,9813.3
89,28,3619,4,12587.97,47866.08,2485.8
90,28,3457,3,36361.88,103700.23,5385.41
91,29,929,2,42393.14,83401.92,1384.36
92,30,2766,2,37384.12,68651.27,6116.97
93,30,1387,4,57464.28,211051.95,18805.17
94,31,1113,3,5269.21,-10661.43,26469.06
95,32,204,1,1887.92,1843.07,44.85
96,32,61,3,30131.02,88245.77,2147.29
97,32,2227,4,10822.12,42260.17,1028.31
98,33,2910,2,26715.78,36205.47,17226.09
99,34,4996,3,13590.62,39268.73,1503.13
100,34,1525,3,2559.06,7394.15,283.03
101,34,247,4,6556.78,25260.21,966.91
102,34,780,2,10764.52,20735.33,793.71
103,34,4388,4,6472.9,24937.06,954.54
104,35,2346,3,35435.49,94399.94,11906.53
105,36,860,2,37057.75,70257.71,3857.79
106,36,3167,1,46747.75,44314.48,2433.27
107,36,2475,4,26729.95,101354.51,5565.29
108,36,2088,4,51413.62,194949.95,10704.53
109,36,747,3,6774.23,19264.88,1057.81
110,37,3680,4,5231.01,4651.76,16272.28
111,38,4678,2,42836.33,82802.87,2869.79
112,38,340,2,40445.66,78181.69,2709.63
113,38,1045,3,16814.75,48754.52,1689.73
114,39,1692,2,13122.81,5017.61,21228.01
115,40,2542,2,47268.88,83121.96,11415.8
116,40,3098,1,31841.35,27996.38,3844.97
117,40,777,4,13027.17,45816.35,6292.33
118,40,3636,1,3496.32,3074.13,422.19
119,40,3791,1,50492.68,44395.49,6097.19
120,41,2318,2,14667.82,25880.72,3454.92
121,41,1955,3,6065.71,16054.02,2143.11
122,41,320,3,42498.54,112480.2,15015.42
123,41,3788,3,4066.48,10762.69,1436.75
124,41,2598,2,28212.05,49778.92,6645.18
125,42,3485,4,63410.87,241763.19,11880.29
126,43,2656,2,40401.19,74557.09,6245.29
127,43,3427,2,53961.4,99581.34,8341.46
128,43,2521,3,31297.05,86634.21,7256.94
129,44,2684,3,50602.24,145369.83,6436.89
130,44,4531,2,3593.15,6881.59,304.71
131,44,1400,3,6620.22,19018.53,842.13
132,44,1892,1,38930.3,37279.58,1650.72
133,44,4798,2,13512.72,25879.51,1145.93
134,45,2787,1,7267.49,-17279.09,24546.58
135,46,4935,1,39701.87,35769.46,3932.41
136,46,1599,3,45494.29,122964.43,13518.44
137,47,444,4,39551.46,155053.71,3152.13
138,47,2940,1,22101.97,21661.61,440.36
139,47,2123,3,41312.85,121469.17,2469.38
140,47,4176,2,53183.43,104247.58,2119.28
141,48,3299,2,49872.32,99195.3,549.34
142,48,4927,2,12970.45,25798.03,142.87
143,48,1553,2,5674.77,11287.03,62.51
144,49,577,1,49643.67,48866.22,777.45
145,49,4845,1,32676.04,32164.31,511.73
146,49,2495,2,24616.39,48461.76,771.02
147,49,4181,4,12129.41,47757.82,759.82
148,49,3315,3,21266.07,62799.09,999.12
149,50,1618,4,22117.97,73853.53,14618.35
150,51,3023,3,56570.18,153266.79,16443.75
151,51,3990,4,4806.7,17363.86,1862.94
152,52,1911,2,12188.68,22933.04,1444.32
153,52,2405,1,38999.34,36688.69,2310.65
154,52,3249,2,47354.36,89097.38,5611.34
155,52,383,1,16617.93,15633.34,984.59
156,52,3592,3,37634.16,106213.18,6689.3
157,53,4234,1,39304.69,15355.84,23948.85
158,54,4443,3,54575.82,159874.33,3853.13
159,54,3230,1,13344.39,13030.35,314.04
160,54,2499,4,11617.19,45375.17,1093.59
161,55,3073,1,43882.66,37284.77,6597.89
162,55,787,2,10133.42,17219.66,3047.18
163,55,1067,2,39168.28,66558.41,11778.15
164,56,4967,2,27885.43,54591.9,1178.96
165,56,228,1,8569.12,8387.97,181.15
166,56,3434,3,59294.85,174124.2,3760.35
167,57,1826,4,37442.16,141706.69,8061.95
168,57,177,3,30583.23,86810.87,4938.82
169,58,766,4,38143.09,142672.11,9900.25
170,58,218,2,51240.06,95830.3,6649.82
171,58,4895,3,49415.54,138627.07,9619.55
172,58,2973,1,8043.33,7521.41,521.92
173,59,401,2,4511.99,-11322.16,20346.14
174,60,3506,2,26673.12,52132.18,1214.06
175,60,4374,2,41264.69,80651.17,1878.21
176,60,3449,1,56642.04,55352.98,1289.06
177,60,2849,1,15645.78,15289.71,356.07
178,60,206,2,34099.04,66646.03,1552.05
179,61,2074,3,43090.72,123664.78,5607.38
180,61,3761,3,38501.55,110494.46,5010.19
181,61,3357,2,32464.98,62113.52,2816.44
182,61,3697,4,55932.75,214026.32,9704.68
183,62,3820,3,36450.95,99718.97,9633.88
184,62,2473,4,6207.61,22642.9,2187.54
185,63,234,4,26867.2,102476.53,4992.27
186,63,4508,1,36662.59,34959.49,1703.1
187,63,647,4,16803.02,64089.86,3122.22
188,63,1521,1,18287.39,17437.88,849.51
189,63,676,1,13938.43,13290.95,647.48
190,64,1322,1,4172.88,4097.15,75.73
191,64,4064,3,28655.77,84407.27,1560.04
192,65,2196,2,3052.61,2866.05,3239.17
193,65,3390,2,12560.56,11792.92,13328.2
194,66,3623,4,40005.28,157752.96,2268.16
195,67,1423,2,10578.44,21041.27,115.61
196,67,5,2,16394.81,32610.45,179.17
197,67,3835,3,12675.55,37818.86,207.79
198,67,856,3,42784.76,127652.92,701.36
199,68,2422,1,45651.01,42030.89,3620.12
200,68,2849,3,15645.78,43215.21,3722.13
201,68,1629,1,31206.14,28731.5,2474.64
202,69,4763,2,29212.53,56468.41,1956.65
203,70,2094,3,45430.36,136077.32,213.76
204,70,2402,3,11053.55,33108.64,52.01
205,70,3149,4,36714.05,146625.87,230.33
206,70,4113,1,35640.22,35584.32,55.9
207,70,3896,3,54012.74,161784.09,254.13
208,71,2404,4,50735.87,194071.6,8871.88
209,71,1720,2,48725.43,93190.7,4260.16
210,71,4564,4,32347.9,123735.12,5656.48
211,71,465,2,25135.71,48073.75,2197.67
212,72,2903,2,62160.23,121793.22,2527.24
213,72,1425,2,33976.66,66571.93,1381.39
214,73,4817,3,1862.15,5100.61,485.84
215,73,2606,3,41609.56,113972.64,10856.04
216,73,3064,2,7120.43,13002.37,1238.49
217,73,2600,3,15230.44,41717.66,3973.66
218,74,3237,2,18304.39,28950.65,7658.13
219,74,1798,3,11061.76,26243.31,6941.97
220,75,758,2,2254.47,4326.74,182.2
221,75,553,2,37698.08,72349.48,3046.68
222,75,3150,4,58819.86,225772.03,9507.41
223,75,4774,3,48387.23,139295.85,5865.84
224,75,4588,3,52210.0,150300.74,6329.26
225,76,2225,2,2323.21,4466.35,180.07
226,76,1780,1,56604.9,54411.17,2193.73
227,76,3958,4,58898.06,226461.84,9130.4
228,77,4627,2,48708.54,86985.99,10431.09
229,78,1802,1,26216.49,24635.82,1580.67
230,78,3416,4,30116.97,113204.51,7263.37
231,78,3909,3,26107.63,73600.57,4722.32
232,78,955,1,25738.05,24186.22,1551.83
233,79,4687,1,43600.55,39286.26,4314.29
234,79,2459,1,13849.36,12478.96,1370.4
235,79,1475,2,31174.62,56179.76,6169.48
236,80,705,1,9701.09,8989.69,711.4
237,80,4545,4,43734.19,162108.35,12828.41
238,80,4071,2,18263.84,33849.04,2678.64
239,81,3900,2,39241.41,73780.26,4702.56
240,81,4248,2,50259.96,94496.93,6022.99
241,81,422,3,7560.1,21321.33,1358.97
242,81,1027,1,63186.81,59400.76,3786.05
243,82,3282,3,44644.0,131822.78,2109.22
244,82,4369,2,37223.83,73275.23,1172.43
245,82,306,3,17400.3,51378.82,822.08
246,83,146,1,30283.99,28970.63,1313.36
247,84,1377,1,37439.09,35059.73,2379.36
248,84,4837,1,53338.28,49948.49,3389.79
249,84,1855,4,10953.63,41029.99,2784.53
250,84,566,3,66373.51,186465.87,12654.66
251,85,3954,2,11291.9,21982.79,601.01
252,85,4001,1,9388.87,9139.01,249.86
253,85,284,2,62434.49,121545.89,3323.09
254,85,1554,2,56562.84,110115.1,3010.58
255,86,4093,3,65479.88,193628.37,2811.27
256,86,4284,1,52702.4,51948.17,754.23
257,86,2053,2,48386.49,95388.05,1384.93
258,86,1936,2,43789.34,86325.33,1253.35
259,86,1366,3,40748.76,120496.8,1749.48
260,87,4310,1,19768.47,18524.85,1243.62
261,87,4538,4,50721.52,190122.62,12763.46
262,87,1876,3,2030.28,5707.67,383.17
263,87,158,2,50714.87,95048.85,6380.89
264,87,3010,1,11833.22,11088.79,744.43
265,88,2908,2,41375.95,75665.78,7086.12
266,89,302,1,61611.54,47680.41,13931.13
267,90,2044,3,31276.34,81251.78,12577.24
268,91,1262,2,64175.67,114792.49,13558.85
269,91,107,1,23973.12,21440.63,2532.49
270,92,951,3,13782.77,40025.76,1322.55
271,92,4377,3,41969.05,121879.92,4027.23
272,92,4242,4,42858.8,165951.72,5483.48
273,92,4955,2,3471.07,6720.09,222.05
274,93,672,1,32796.81,27985.69,4811.12
275,93,2746,4,15286.93,52177.66,8970.06
276,93,322,4,11098.7,37882.31,6512.49
277,93,1206,1,41363.03,35295.28,6067.75
278,94,879,1,2290.26,2060.69,229.57
279,94,3323,1,18216.33,16390.39,1825.94
280,94,1224,4,49596.68,178501.18,19885.54
281,95,77,2,37582.11,70376.94,4787.28
282,96,2208,2,5020.97,8980.2,1061.74
283,96,3707,1,40142.55,35898.24,4244.31
284,96,1778,1,37617.92,33640.54,3977.38
285,96,1175,1,19169.61,17142.78,2026.83
286,97,4835,3,14985.42,44826.4,129.86
287,97,4392,3,10280.66,30752.89,89.09
288,97,4959,3,29029.66,86837.43,251.55
289,97,3760,1,32756.89,32662.27,94.62
290,97,293,2,37965.62,75711.92,219.32
291,98,566,3,66373.51,179418.79,19701.74
292,98,1795,2,19906.18,35873.18,3939.18
293,99,1295,3,24301.5,71919.61,984.89
294,99,4406,2,29126.45,57465.95,786.95
295,100,453,2,52246.27,96552.82,7939.72
296,100,2335,3,45231.3,125383.39,10310.51
297,100,642,1,46795.66,43239.95,3555.71
298,101,108,3,10947.03,29041.18,3799.91
299,101,2086,2,18870.82,33374.71,4366.93
300,101,997,2,24337.69,43043.35,5632.03
301,101,4495,1,13156.9,11634.57,1522.33
302,102,658,4,38139.74,151361.99,1196.97
303,102,2339,4,17924.34,71134.82,562.54
304,103,2153,1,5160.81,5094.09,66.72
305,103,4920,4,50349.49,198794.27,2603.69
306,103,474,4,61177.73,241547.28,3163.64
307,103,749,2,29153.32,57552.85,753.79
308,104,696,4,3067.14,9345.76,2922.8
309,104,1124,1,5293.78,4032.62,1261.16
310,104,1506,4,17478.71,53258.7,16656.14
311,105,1640,4,48516.95,188078.53,5989.27
312,105,1315,2,42301.85,81992.68,2611.02
313,105,1981,1,31501.39,30529.21,972.18
314,106,219,3,40438.36,110213.87,11101.21
315,106,2029,1,5673.21,5154.07,519.14
316,106,4220,1,56945.95,51734.99,5210.96
317,107,4972,2,21864.48,41427.26,2301.7
318,107,2562,3,45082.91,128129.82,7118.91
319,107,1773,2,52933.14,100293.94,5572.34
320,107,3723,2,51152.98,96921.01,5384.95
321,108,460,2,31065.91,57174.56,4957.26
322,108,1066,4,33719.49,124116.56,10761.4
323,108,1547,1,5900.02,5429.28,470.74
324,108,4633,1,58890.18,54191.56,4698.62
325,108,3909,1,26107.63,24024.6,2083.03
326,109,2336,1,54186.54,48718.94,5467.6
327,109,3379,4,10433.36,37522.4,4211.04
328,110,1327,3,21918.07,60768.36,4985.85
329,110,1112,1,33300.3,30775.29,2525.01
330,110,3632,3,47678.52,132189.82,10845.74
331,111,2441,4,1846.2,7307.21,77.59
332,111,4859,2,21244.88,42043.35,446.41
333,111,2283,4,34021.53,134656.34,1429.78
334,111,4501,2,59352.39,117457.62,1247.16
335,112,2297,3,3759.14,11130.93,146.49
336,112,1022,1,14005.35,13823.43,181.92
337,112,1824,4,17788.57,70230.01,924.27
338,112,968,4,29766.62,117519.85,1546.63
339,113,4456,1,9232.6,8244.19,988.41
340,113,3486,2,61843.74,110445.89,13241.59
341,114,994,1,48937.55,47979.3,958.25
342,114,4677,1,9495.24,9309.31,185.93
343,114,1332,2,45845.78,89896.14,1795.42
344,114,3722,1,1092.15,1070.76,21.39
345,114,4512,4,25791.23,101144.85,2020.07
346,115,175,1,18216.67,15192.85,3023.82
347,115,922,1,1252.69,1044.75,207.94
348,115,2868,3,4582.44,11465.37,2281.95
349,115,3123,3,13597.83,34022.09,6771.4
350,116,2431,1,8957.97,8716.99,240.98
351,116,2906,4,49855.77,194058.27,5364.81
352,116,2168,4,17465.99,67984.5,1879.46
353,117,3752,2,6883.75,1253.04,12514.46
354,118,1159,2,612.27,973.64,250.9
355,118,2897,1,57122.0,45418.04,11703.96
356,118,2105,1,3999.42,3179.96,819.46
357,119,150,4,41020.53,156723.34,7358.78
358,119,303,4,31990.18,122221.92,5738.8
359,119,2537,3,33372.89,95628.54,4490.13
360,120,3310,2,19183.87,35561.6,2806.14
361,120,3414,2,50842.86,94248.64,7437.08
362,120,1369,1,37303.2,34574.93,2728.27
363,121,4798,2,13512.72,26924.12,101.32
364,121,1776,4,64724.95,257929.13,970.67
365,121,594,1,42414.57,42255.54,159.03
366,122,3399,1,52128.71,45684.64,6444.07
367,122,3624,1,30502.02,26731.41,3770.61
368,123,3382,4,39275.69,150422.51,6680.25
369,123,862,1,18137.13,17365.91,771.22
370,123,3817,1,38898.32,37244.31,1654.01
371,124,1841,2,12263.61,22950.06,1577.16
372,124,4029,4,45991.22,172135.48,11829.4
373,125,3339,3,51059.03,144988.79,8188.3
374,125,3615,2,17915.66,33915.91,1915.41
375,125,3771,4,6236.31,23611.76,1333.48
376,125,3814,4,55082.58,208552.25,11778.07
377,125,2405,1,38999.34,36914.57,2084.77
378,126,3224,4,55373.04,218464.89,3027.27
379,126,298,3,52201.36,154463.67,2140.41
380,126,4921,4,33856.04,133573.23,1850.93
381,127,2405,4,38999.34,148259.82,7737.54
382,127,3483,3,27067.3,77174.25,4027.65
383,127,2316,1,24530.47,23313.75,1216.72
384,127,4390,1,44385.59,42184.04,2201.55
385,128,992,4,25446.13,98929.47,2855.05
386,128,3762,1,3990.6,3878.66,111.94
387,128,3940,3,59943.36,174785.86,5044.22
388,128,2416,3,4139.81,12071.08,348.35
389,129,1858,4,32024.45,125324.29,2773.51
390,129,2581,3,64813.76,190231.34,4209.94
391,129,2830,4,65053.73,254580.88,5634.04
392,129,2398,4,25619.06,100257.48,2218.76
393,129,3772,2,54340.74,106328.36,2353.12
394,130,2995,4,19779.09,55647.6,23468.76
395,131,2545,3,6027.57,14201.93,3880.78
396,131,2666,4,26104.85,82009.64,22409.76
397,132,3749,1,5727.78,5563.01,164.77
398,132,702,4,54104.28,210191.37,6225.75
399,132,4292,2,29149.41,56621.71,1677.11
400,133,3720,1,47559.71,44586.08,2973.63
401,133,796,4,37326.65,139971.34,9335.26
402,133,3856,3,44891.02,126252.76,8420.3
403,134,3137,4,46637.06,176592.05,9956.19
404,134,805,1,56744.69,53716.19,3028.5
405,134,2036,3,30072.69,85403.08,4814.99
406,134,4400,2,22982.44,43511.71,2453.17
407,135,3913,3,47417.64,138052.14,4200.78
408,135,1269,4,24025.0,93262.13,2837.87
409,135,4038,1,33501.61,32512.3,989.31
410,135,948,4,41494.9,161078.16,4901.44
411,135,3959,1,32809.61,31840.73,968.88
412,136,4477,4,10229.51,40658.81,259.23
413,136,1696,4,33456.49,132978.13,847.83
414,136,3588,4,18210.86,72381.95,461.49
415,136,222,2,32089.73,63772.86,406.6
416,137,3350,3,32405.78,96578.83,638.51
417,137,1851,1,17710.93,17594.61,116.32
418,137,3465,4,1684.92,6695.41,44.27
419,137,589,4,42807.19,170104.15,1124.61
420,137,3425,4,16066.63,63844.43,422.09
421,138,2502,2,44605.89,85706.96,3504.82
422,138,1683,4,40040.69,153870.51,6292.25
423,139,2706,3,63574.15,190076.14,646.31
424,139,1261,2,34847.15,69458.12,236.18
425,139,3137,1,46637.06,46479.02,158.04
426,140,2857,1,51642.38,45146.81,6495.57
427,140,2833,1,32424.68,28346.31,4078.37
428,140,2633,1,31698.68,27711.63,3987.05
429,140,2660,1,48883.09,42734.58,6148.51
430,141,1826,4,37442.16,146091.17,3677.47
431,142,3181,2,34711.47,65535.16,3887.78
432,142,3211,2,27301.13,51544.46,3057.8
433,142,1566,2,53035.66,100131.18,5940.14
434,142,4968,2,36242.11,68425.01,4059.21
435,142,1366,2,40748.76,76933.55,4563.97
436,143,2322,1,42095.3,39735.73,2359.57
437,143,2697,2,56159.41,106023.01,6295.81
438,143,1420,1,6704.28,6328.48,375.8
439,143,3700,4,44307.99,167297.57,9934.39
440,143,3166,1,34033.21,32125.54,1907.67
441,144,4232,1,362.62,338.82,23.8
442,144,3437,2,13042.71,24373.57,1711.85
443,144,2854,3,21164.82,59327.66,4166.8
444,144,846,4,11530.15,43093.95,3026.65
445,144,3286,4,61414.49,229536.76,16121.2
446,145,4915,1,14346.16,13614.48,731.68
447,145,2707,1,43970.07,41727.5,2242.57
448,146,2041,2,58020.66,110734.2,5307.12
449,146,3873,4,15871.01,60580.61,2903.43
450,146,430,4,8031.74,30657.64,1469.32
451,146,3358,2,47787.53,91203.96,4371.1
452,147,2471,4,51400.56,197072.07,8530.17
453,147,4840,3,24105.17,69315.23,3000.28
454,148,1772,1,29238.07,15261.98,13976.09
455,148,2717,2,9494.86,9912.45,9077.27
456,149,2489,3,47987.68,136092.54,7870.5
457,149,943,1,27475.76,25973.65,1502.11
458,149,2352,1,30673.72,28996.78,1676.94
459,149,3778,2,35465.24,67052.69,3877.79
460,150,3334,1,26020.31,25282.13,738.18
461,150,492,4,48010.75,186594.86,5448.14
462,150,1704,1,1126.13,1094.18,31.95
463,150,558,1,50336.26,48908.25,1428.01
464,150,2395,3,50529.33,147287.54,4300.45
465,151,614,2,45877.92,66305.14,25450.7
466,152,3719,4,33515.88,125501.88,8561.64
467,152,1826,2,37442.16,70102.02,4782.3
468,153,4657,2,31645.74,61457.92,1833.56
469,153,3512,3,45828.52,133502.6,3982.96
470,153,2529,4,49321.32,191569.92,5715.36
471,153,3306,1,1011.68,982.37,29.31
472,153,3547,4,39279.53,152566.4,4551.72
473,154,1266,1,33231.02,31027.81,2203.21
474,154,337,2,47177.52,88099.31,6255.73
475,154,1311,4,25890.25,96694.91,6866.09
476,154,1416,4,23039.08,86046.36,6109.96
477,155,1713,2,57729.31,110498.58,4960.04
478,155,4538,4,50721.52,194170.21,8715.87
479,155,688,2,35303.69,67574.13,3033.25
480,156,2155,1,54956.04,54696.14,259.9
481,156,2073,3,44526.25,132947.02,631.73
482,156,3480,4,42893.45,170762.38,811.42
483,156,4193,1,43836.35,43629.04,207.31
484,156,1673,1,49780.58,49545.14,235.44
485,157,1800,4,9832.93,37024.31,2307.41
486,157,2730,4,31653.54,119186.29,7427.87
487,157,1276,2,30367.29,57171.56,3563.02
488,157,914,3,22487.89,63505.89,3957.78
489,157,616,3,26563.54,75015.54,4675.08
490,158,1874,4,33946.33,134013.08,1772.24
491,159,540,4,45715.42,176486.6,6375.08
492,159,2422,3,45651.01,132178.45,4774.58
493,159,3738,2,37559.62,72500.37,2618.87
494,160,3774,1,9798.22,9548.9,249.32
495,160,3849,2,19244.59,37509.8,979.38
496,160,2596,4,46282.86,180420.68,4710.76
497,160,1801,3,19652.62,57457.65,1500.21
498,161,2747,4,43593.19,165474.26,8898.5
499,161,4128,2,16596.91,31499.89,1693.93
500,161,2271,4,35721.23,135593.29,7291.63
501,162,311,4,5022.16,-2738.54,22827.18
502,163,3245,3,9081.95,25655.06,1590.79
503,163,4558,2,22102.31,41623.67,2580.95
504,164,1654,1,34022.47,32588.38,1434.09
505,164,586,2,62785.03,120277.11,5292.95
506,164,4566,4,34152.48,130851.61,5758.31
507,165,2304,2,48961.26,90958.38,6964.14
508,166,436,2,19918.52,36557.27,3279.77
509,166,136,1,30609.52,28089.45,2520.07
510,166,3491,2,55667.41,102168.67,9166.15
511,166,1535,3,39159.48,107806.5,9671.94
512,167,2453,3,3434.25,9654.03,648.72
513,167,1332,3,45845.78,128877.27,8660.07
514,167,4848,2,7795.01,14608.39,981.63
515,167,874,1,36630.74,34324.28,2306.46
516,168,4558,1,22102.31,11276.92,10825.39
517,169,1615,4,17131.69,64611.98,3914.78
518,170,196,2,28644.61,45339.17,11950.05
519,170,2553,1,14549.71,11514.76,3034.95
520,170,2900,2,9439.32,14940.71,3937.93
521,171,4925,2,48655.75,78671.72,18639.78
522,172,3791,1,50492.68,49296.46,1196.22
523,172,4918,4,21710.42,84784.31,2057.37
524,172,3518,4,20101.49,78501.06,1904.9
525,172,3722,2,1092.15,2132.55,51.75
526,172,4162,3,44766.83,131118.78,3181.71
527,173,4453,4,7709.59,22558.97,8279.39
528,173,3320,4,16295.45,47681.99,17499.81
529,174,2260,3,54455.02,162510.6,854.46
530,174,3407,3,43991.95,131285.56,690.29
531,175,106,1,21944.79,19796.2,2148.59
532,175,4557,2,19361.4,34931.49,3791.31
533,175,1498,4,31952.48,115296.17,12513.75
534,175,2098,2,14621.19,26379.29,2863.09
535,175,1977,4,13218.14,47695.85,5176.71
536,176,305,4,12028.27,46706.52,1406.56
537,176,4979,4,26588.67,103245.45,3109.23
538,176,776,2,46905.26,91068.02,2742.5
539,177,4576,3,35355.56,99894.84,6171.84
540,177,4781,4,34679.62,130646.68,8071.8
541,178,3888,3,18676.91,34256.1,21774.63
542,179,4501,4,59352.39,233011.47,4398.09
543,179,1077,3,19849.81,58446.26,1103.17
544,179,1577,4,39862.13,156494.68,2953.84
545,180,4439,3,43294.76,123739.11,6145.17
546,180,2811,2,5323.22,10142.73,503.71
547,180,433,2,24283.63,46269.42,2297.84
548,180,1779,2,42483.17,80946.36,4019.98
549,180,4197,3,1424.77,4072.08,202.23
550,181,4047,1,55683.86,52717.01,2966.85
551,181,4401,1,51815.92,49055.16,2760.76
552,181,2969,2,48542.74,91912.74,5172.74
553,182,2425,4,21976.39,85751.9,2153.66
554,182,365,1,3237.37,3158.06,79.31
555,182,4399,4,38064.12,148526.23,3730.25
556,182,761,4,11777.0,45953.86,1154.14
557,183,2962,1,15659.33,14306.73,1352.6
558,183,4650,1,6512.57,5950.04,562.53
559,183,433,4,24283.63,88744.36,8390.16
560,183,1669,2,15630.76,28561.24,2700.28
561,184,1147,1,48152.95,46734.32,1418.63
562,184,812,3,54893.28,159828.2,4851.64
563,184,1543,1,28320.81,27486.45,834.36
564,185,4622,4,9207.76,25020.44,11810.6
565,185,2173,1,3241.7,2202.18,1039.52
566,186,1734,4,49840.94,195532.16,3831.6
567,186,797,4,33542.12,131589.88,2578.6
568,186,3176,2,496.32,973.56,19.08
569,187,4344,2,38751.72,74596.48,2906.96
570,187,3633,3,53508.2,154503.72,6020.88
571,188,3214,3,6692.01,19719.82,356.21
572,188,2797,3,47651.64,140418.49,2536.43
573,188,2617,4,50373.44,197918.69,3575.07
574,189,1185,1,42933.15,40143.09,2790.06
575,189,4765,2,2947.27,5511.48,383.06
576,189,1266,4,33231.02,124285.84,8638.24
577,189,2209,4,7093.68,26530.75,1843.97
578,189,1656,1,31665.26,29607.45,2057.81
579,190,3257,2,29228.53,54998.16,3458.9
580,190,3334,3,26020.31,73442.07,4618.86
581,190,3818,4,44816.31,168658.13,10607.11
582,190,4435,2,25033.59,47104.72,2962.46
583,191,889,3,30794.03,67208.17,25173.92
584,192,4291,3,17809.97,28823.99,24605.92
585,193,212,2,34592.4,54573.24,14611.56
586,193,4595,3,13988.9,33103.49,8863.21
587,194,4367,3,4615.87,12866.77,980.84
588,194,425,3,15323.33,42713.9,3256.09
589,194,257,3,53075.67,147948.85,11278.16
590,194,1470,3,26324.47,73379.67,5593.74
591,194,4904,2,12860.33,23898.86,1821.8
