payment_id,order_id,payment_method,payment_status,transaction_id,payment_date,amount
36,36,Cash,Success,2b58bff3-03d4-4d28-8aa9-b656a0b440da,2025-10-13,23618.69
37,37,Net Banking,Success,099874b2-a182-44c9-9434-771001b1347b,2024-12-23,16272.28
38,38,Cash,Pending,55b8de9d-b439-4e0f-b219-5565cb285340,2024-11-15,7269.15
39,39,UPI,Pending,5d3ad51a-33b3-4038-af5e-f1224ca0bd8e,2023-09-05,21228.01
40,40,Wallet,Pending,3a8a47d3-de8b-410b-a67a-31029055cd78,2024-12-07,28072.48
41,41,Credit Card,Success,1722217a-722f-4b9e-a2c3-4252eb469193,2023-10-19,28695.38
42,42,Credit Card,Success,52ad6ad7-633a-46d0-a8f7-bbb2fd425e60,2024-11-10,11880.29
43,43,UPI,Pending,83b093d2-4ae9-44d5-a946-834c09a55a90,2023-02-09,21843.69
44,44,Net Banking,Failed,96826b30-592b-49ba-b251-105696886f95,2023-08-11,10380.38
45,45,Cash,Success,ff96c195-26ce-4a22-b914-8cf20f66c867,2024-06-03,24546.58
46,46,Wallet,Pending,f95739c7-59ed-4cf9-afd5-c12698139d0d,2024-05-12,17450.85
47,47,Credit Card,Success,5b502235-f20f-4a9d-b585-2a28ba309a21,2023-12-26,8181.15
48,48,Net Banking,Failed,dfb6c9c5-89c3-4a64-82af-6caca422eb31,2023-11-08,754.72
49,49,Credit Card,Success,3c29579b-c5e9-4300-87dd-178df50cbdac,2025-05-02,3819.14
50,50,Debit Card,Success,09be0cfb-9eb0-4f91-a878-519875a4a748,2024-09-21,14618.35
51,51,Net Banking,Pending,08ec7368-f81a-4439-b137-4b10cd58c3fb,2025-08-05,18306.69
52,52,Debit Card,Success,df4da67e-0102-4171-9f8f-1eff3fb7d60d,2023-02-10,17040.2
53,53,Debit Card,Success,8b019726-5742-4d16-8875-5740e1a2997e,2023-03-12,23948.85
54,54,Net Banking,Success,63287eb2-1d64-4d8a-9655-9303520092a7,2024-09-25,5260.76
55,55,Net Banking,Success,201cd708-b77e-4c22-985a-9b4b0bdbd65b,2025-02-25,21423.22
56,56,Cash,Success,5a9fffad-7474-46e2-8e04-35ca7be3faf4,2025-01-16,5120.46
57,57,Net Banking,Pending,57ff87b2-04c8-4919-a06d-a15591627443,2025-08-25,13000.77
58,58,Net Banking,Success,d38c4712-d158-499b-956a-5ecdfa592057,2023-06-09,26691.54
59,59,Debit Card,Pending,1d1e948b-545e-4d73-b4c1-27bc38e11e4d,2025-05-02,20346.14
60,60,Cash,Success,032b90a4-f454-41b8-ad1d-7b5dc045b931,2025-01-04,6289.45
61,61,Net Banking,Success,57611179-3b71-42b7-b66d-4736cefbdc43,2025-06-03,23138.69
62,62,Debit Card,Success,12fc4048-89a1-4a1f-9c35-c8d4926d91dc,2025-01-05,11821.42
63,63,Cash,Pending,95ba9c44-510c-415c-b173-cf1874a8a974,2025-02-03,11314.58
64,64,Wallet,Pending,1466d864-7e85-4385-bf2d-73807cc896e0,2024-06-19,1635.77
65,65,Net Banking,Success,b98bb79e-53f9-4603-bc6c-5826cdd95665,2025-09-16,16567.37
66,66,Debit Card,Success,47a381e2-48be-4a14-8ddc-fa19b2f99ce4,2023-09-13,2268.16
67,67,Net Banking,Pending,713f7bad-2972-4bd4-adb9-726fe1ecdd81,2023-05-20,1203.93
68,68,Net Banking,Success,3fa99304-c17b-48fa-a605-26898e18706f,2025-08-16,9816.89
69,69,Wallet,Pending,08abde46-ecfd-4412-a7f3-b7a930e97ce1,2024-08-09,1956.65
70,70,Cash,Pending,0b30d01a-4db6-4ee6-af78-e8829138d05f,2024-02-25,806.13
71,71,Net Banking,Success,f5e1d4c3-dcf4-44c3-8dd1-4eda0e157717,2023-03-31,20986.19
72,72,Cash,Success,c89ad8db-5322-4410-a775-d5259787186b,2024-07-06,3908.63
73,73,Cash,Failed,0d405641-c6b7-4cc7-882a-313ea894c96b,2023-11-02,16554.03
74,74,Net Banking,Pending,911889fa-6d5c-4a2f-8a6d-647d23282c74,2024-08-30,14600.1
75,75,Credit Card,Success,e19df2e9-276e-416d-9dee-ded77422d94e,2025-04-22,24931.39
76,76,UPI,Success,95c15a95-9d77-4534-bdcd-1e18f2d53abf,2023-02-05,11504.2
77,77,UPI,Success,39fd6e08-ad01-48e0-9edb-ce5e703e8fec,2023-03-15,10431.09
78,78,Debit Card,Pending,b9958ced-d699-4dd6-809b-37e0005f180d,2025-06-01,15118.19
79,79,Wallet,Success,70ca70d1-677a-4a6c-b0a8-e06bc55f0b10,2023-06-29,11854.17
80,80,Cash,Failed,e6d1c191-b364-4361-aa5c-3a191dbd90ea,2025-03-04,16218.45
81,81,Wallet,Success,3e96e50e-ce18-49c8-bbb2-5cd568513f70,2025-06-12,15870.57
82,82,Wallet,Success,8d5dd938-a215-4719-b6ad-239439686bc1,2024-05-17,4103.73
83,83,UPI,Success,2a653391-827c-4338-a724-95af992506f5,2023-05-28,1313.36
84,84,Cash,Success,0ed983c7-2cb8-48bc-9acf-d9d148a56b1c,2023-05-01,21208.34
85,85,Credit Card,Success,b761c954-b727-4e29-a4c0-dc9d2d4563b9,2024-12-11,7184.54
86,86,Credit Card,Success,1036a58c-6400-45dc-b175-7058e9c4e08b,2025-04-11,7953.26
87,87,Debit Card,Success,b9034f66-b726-42f3-adb6-afb7bf8782e0,2023-01-20,21515.57
88,88,Cash,Failed,38591266-aa76-41bd-9f59-4c0eca7cc095,2024-12-20,7086.12
89,89,Cash,Failed,0de89fdd-9e9f-43fc-aa41-a7b4f3213e03,2024-12-21,13931.13
90,90,Net Banking,Success,db882a9d-3799-4310-a120-9369185644ec,2024-12-20,12577.24
91,91,UPI,Success,ec6899d2-4130-4aa4-b7cc-7e5b2e224f9e,2025-11-07,16091.34
92,92,Credit Card,Pending,4c9c228b-862b-467e-b084-fc5fd697f1ee,2024-01-30,11055.31
93,93,Net Banking,Success,6424ab0b-2adc-4b9d-8422-3d769b35945b,2023-04-14,26361.42
94,94,UPI,Success,8aa474c8-9baa-4c19-9f65-25b630832038,2024-04-25,21941.05
95,95,Net Banking,Failed,62fa39b3-1957-4778-a703-6de62c70cab8,2024-06-16,4787.28
96,96,Credit Card,Success,c7e8772d-1a49-4403-9f74-56e1d64ce3a3,2025-10-13,11310.26
97,97,Debit Card,Success,8b41e7d3-a138-4289-9f63-3324cbc1f96a,2023-03-08,784.44
98,98,Net Banking,Failed,b8fd1686-1680-4fa3-938c-50e6b4e5fe12,2025-12-19,23640.92
99,99,Net Banking,Success,ef731d37-29d8-45e1-a5e2-f5d4a07e5263,2024-06-11,1771.84
100,100,Net Banking,Pending,479683ee-5ccb-48ad-9750-8827a74f6da7,2023-11-06,21805.94
101,101,Wallet,Success,c3bab1b3-eea4-4ee7-813d-6a9a30404ed1,2023-01-06,15321.2
102,102,Debit Card,Pending,55d2365f-37c5-46b5-bc46-9eee7cffac2e,2025-08-13,1759.51
103,103,UPI,Failed,c0ecb5a5-2812-40a6-bf5b-8964d59dcdbe,2023-08-21,6587.84
104,104,Credit Card,Success,fbb34d16-0575-45c2-82ab-81da5eef5ba9,2023-12-09,20840.1
105,105,Net Banking,Success,ccbdcf6d-35be-4a75-b0e7-0fc5eec729eb,2025-04-30,9572.47
106,106,Net Banking,Success,53f8490d-f06b-4b3b-9224-fd0caf34183e,2023-01-13,16831.31
107,107,Credit Card,Success,f985b589-c2fd-461f-9142-818132ac75c5,2023-02-12,20377.9
108,108,UPI,Pending,310c8d44-d29b-4f9b-989d-af30916bcc9a,2023-05-04,22971.05
109,109,Cash,Success,d46ec710-f733-4ecc-84fc-3f19d87cedbb,2023-05-25,9678.64
110,110,UPI,Success,c8c78adf-64af-4269-80a1-e53f6a525fd6,2024-06-12,18356.6
111,111,Credit Card,Failed,65ed7da6-df4a-4aad-9be6-ab01a4b61c72,2024-11-30,3200.94
112,112,Debit Card,Success,8b3db3ab-8911-49e4-af0d-d4ece348d466,2025-05-29,2799.31
113,113,Credit Card,Success,8afa97ca-ac1b-4de8-b2f6-432e8f1eaf76,2024-08-26,14230.0
114,114,UPI,Success,e1d3bb52-7d03-40b7-a5b1-37fce944a57e,2025-03-06,4981.06
115,115,UPI,Success,bba0c679-4ace-448c-a2da-a1407e7b221d,2023-07-13,12285.11
116,116,Debit Card,Failed,023b8e0a-8488-4f81-bdd6-9d27fd8d071d,2024-03-18,7485.25
117,117,Wallet,Pending,79e4c9ba-275b-4c5d-a974-d34c28f8c938,2025-02-21,12514.46
118,118,UPI,Success,7b39a13a-b3db-4878-9111-dc6923312384,2024-10-27,12774.32
119,119,Cash,Success,de0aa124-11df-442d-8158-54d3cb51940d,2023-09-20,17587.71
120,120,Wallet,Failed,f7bd3c02-da4a-494f-8804-a245dc31d044,2024-05-21,12971.49
121,121,UPI,Success,867fa1c3-107f-4c54-8421-80ff3eae7071,2023-03-15,1231.02
122,122,Cash,Pending,3cacd44b-4a94-43d2-b040-773f3f74e63a,2024-06-30,10214.68
123,123,Credit Card,Success,5a8585fb-9fec-4314-afeb-411b982cf796,2025-08-13,9105.48
124,124,Credit Card,Success,e189d3fa-473b-45fa-9bea-794b525ac85a,2024-02-06,13406.56
125,125,Cash,Success,d8aaa58b-04c8-4b2b-a8f0-3812836bba65,2024-02-25,25300.03
126,126,Net Banking,Success,d4201e59-5a42-4805-b453-3579a81d4f84,2025-06-28,7018.61
127,127,UPI,Success,c560c07a-5015-4dc7-ad3d-c9483b2148cf,2024-06-08,15183.46
128,128,UPI,Success,9305ac15-2f90-49e1-80a0-6843da2bac00,2025-04-08,8359.56
129,129,Debit Card,Success,2f7fe82c-1c58-480c-8461-7e0505bc2f74,2024-12-15,17189.37
130,130,Cash,Pending,ba2667f4-d57b-4a4f-9cde-3fa978b17a59,2023-05-04,23468.76
131,131,Wallet,Pending,6f5822e4-dcf4-4235-8d6d-30aff156ad50,2024-06-05,26290.54
132,132,Credit Card,Success,0b6429e7-be3c-4e4d-af9c-8e8512fe5429,2023-01-08,8067.63
133,133,Debit Card,Failed,ef49207b-83d5-4f60-9349-87fe4499f751,2024-02-27,20729.19
134,134,Cash,Success,e34c85fe-bf18-4663-996a-9b759a0e5b7e,2025-11-29,20252.85
135,135,Wallet,Success,040af993-4b28-44d8-ba8b-057f444d254d,2025-03-11,13898.28
136,136,Cash,Failed,88006c95-7081-4100-8715-4c5a13524798,2023-10-27,1975.15
137,137,Cash,Success,a6a9fb0b-22bf-4da9-ad39-6939323507a2,2025-01-23,2345.8
138,138,Wallet,Success,648bf870-73f7-4ecd-9fee-ba01322009e4,2025-03-18,9797.07
139,139,Cash,Success,af5bf3fb-7a83-4f95-9d2a-13eb384ff9a4,2024-10-05,1040.53
140,140,UPI,Success,41f5744c-b040-448c-abd7-d1c4dd6aa999,2024-02-14,20709.5
141,141,UPI,Success,aca727ce-d442-4e9b-a5da-ee4b088b4f37,2023-03-20,3677.47
142,142,Net Banking,Success,0da0a092-a8c7-441a-a9c1-b73a21bf3860,2025-05-28,21508.9
143,143,Debit Card,Pending,45330810-9e1f-4258-8395-005bdf9875b7,2025-03-12,20873.24
144,144,Credit Card,Success,60c03e58-1e9f-41c5-b3ad-ccbc0d4db8cf,2024-05-11,25050.3
145,145,Net Banking,Failed,2a0be3e8-5bd9-4b7b-bdad-b8f8e26f3292,2025-12-21,2974.25
146,146,Wallet,Failed,597d4169-d064-4bf3-b238-671a78c9f42a,2024-03-01,14050.97
147,147,UPI,Success,bf01dd80-7c33-4c54-995a-0577c2806741,2024-03-04,11530.45
148,148,UPI,Pending,8174f4cd-d1e9-4a98-83cd-3333a69c6487,2023-07-21,23053.36
149,149,Wallet,Success,ee237f85-2b04-4586-b4d4-c7e459fef3cc,2024-05-18,14927.34
150,150,UPI,Success,9384d655-63b7-49a9-ac84-57087ceb867b,2023-06-25,11946.73
151,151,Cash,Failed,745826b6-4eba-4ae9-9773-64303bb6bf46,2025-07-06,25450.7
152,152,Debit Card,Failed,02caa2c8-6786-4c54-adc7-86d5dc4b43d1,2023-06-25,13343.94
153,153,Net Banking,Success,121c02e7-2439-4b1c-8e9e-8ff352dc6642,2023-06-04,16112.91
154,154,Debit Card,Pending,6ace9388-55a6-4ad4-b5fc-c3b60cb881e7,2023-04-19,21434.99
155,155,Credit Card,Success,ff9465cc-0202-4eef-b928-0129c424c7a1,2025-08-12,16709.16
156,156,Wallet,Success,b2d94912-4e9c-4aa2-a029-2631e75fd5cd,2023-03-15,2145.8
157,157,Net Banking,Pending,2d25b609-1b59-4afc-bd45-0e8fde4b5ea6,2024-06-26,21931.16
158,158,Debit Card,Pending,0e0f7817-c80f-44b0-9568-2d9dbda963a9,2024-04-25,1772.24
159,159,UPI,Success,c7912aae-ac75-4cf3-accb-f0c48aa9cc7b,2024-09-02,13768.53
160,160,UPI,Success,d9228f97-3ab4-451a-87db-3413f9b5b86d,2024-10-06,7439.67
161,161,Debit Card,Failed,4ec96364-3be2-4ab4-bf03-9eb518bd5a1c,2025-08-06,17884.06
162,162,Net Banking,Success,658b488e-3ee9-4e37-887a-5db08691cbcd,2023-11-22,22827.18
163,163,UPI,Success,37a0a155-a944-4bc3-bbdb-fd0167e4a7bd,2025-08-13,4171.74
164,164,Cash,Success,f543eb43-ae6f-4e17-972e-d863454461ac,2023-12-20,12485.35
165,165,Cash,Pending,505842ac-e448-40de-843e-39c109757b0c,2023-09-07,6964.14
166,166,Cash,Success,97dc0a0c-eade-4f6c-92d9-6bef388f940c,2024-07-13,24637.93
167,167,Cash,Failed,7485cc2a-3be2-4669-a9db-36d8e2726bf2,2024-01-29,12596.88
168,168,Wallet,Pending,14eae97f-61a1-4db4-978b-c27e04176590,2024-11-28,10825.39
169,169,UPI,Pending,581e4c5f-73ae-45ce-918f-42114011c4e5,2023-04-23,3914.78
170,170,Debit Card,Success,58fc2d67-8340-4231-88ea-857b4ee63de6,2023-01-27,18922.93
171,171,Credit Card,Failed,bbecc070-8aa1-450b-9006-8ab2acef8a8c,2025-04-13,18639.78
172,172,Debit Card,Success,bba2c5ea-780d-4afa-a4c4-64dcecb9be03,2023-08-24,8391.95
173,173,Net Banking,Failed,2f3256ae-067a-4720-934b-bc62fc0e9e6b,2024-01-28,25779.2
174,174,Net Banking,Success,32210a9e-630c-4c9b-ab83-05134fa3cc68,2023-05-17,1544.75
175,175,Net Banking,Success,55931a1b-6ba4-4de6-aa22-c4b1b0f6ebfa,2024-06-12,26493.45
176,176,Wallet,Pending,f8c418b6-ba36-45f3-a6ba-86fe08cb1ac4,2025-01-16,7258.29
177,177,Cash,Success,6345a91f-806b-4646-ad21-e8cf7645e928,2023-10-26,14243.64
178,178,Cash,Success,c30f9796-b554-494c-a086-5a48c22360bb,2023-04-24,21774.63
179,179,Net Banking,Success,74971956-7526-468d-b6b2-4985593f0528,2024-08-24,8455.1
180,180,Credit Card,Success,590ded21-1de6-430d-ba01-741e75eec2c4,2025-12-18,13168.93
181,181,Net Banking,Success,6d1c31ab-7e0e-43cc-b704-ee7e61b7c99a,2025-08-19,10900.35
182,182,Debit Card,Success,f2d88028-a241-4795-a5f6-744a217b5b1b,2025-10-27,7117.36
183,183,UPI,Failed,3e137573-352a-48e7-acb6-683a576ac9f9,2023-12-24,13005.57
184,184,Debit Card,Success,70db11d2-7677-4aa6-bb29-346db3c4b36e,2024-11-04,7104.63
185,185,Cash,Pending,142bf3f3-a333-4870-8166-ce513a28fdbc,2025-06-13,12850.12
186,186,Credit Card,Success,042e2b38-14cd-4c13-a8da-dd536e8a031a,2023-11-29,6429.28
187,187,Net Banking,Success,2086dcb7-6721-4625-87fb-6ec2858ba0bc,2025-07-28,8927.84
188,188,Cash,Failed,1542c993-9ee1-4b16-a323-2a212dc29538,2024-11-09,6467.71
189,189,Cash,Pending,6f7d7ab1-ccda-4e8e-a80f-11d075685db9,2024-06-13,15713.14
190,190,UPI,Success,8f2712d2-8660-4772-96b6-e551bc19b3ec,2024-05-29,21647.33
191,191,UPI,Success,2effc313-5813-456f-ac37-e311460effa6,2024-08-15,25173.92
192,192,Credit Card,Success,a148019c-af9f-40a4-abcd-274fd4553cff,2023-07-29,24605.92
193,193,Debit Card,Failed,06568fb6-3076-49ab-9445-c36c6f9d8f7f,2025-01-30,23474.77
194,194,Credit Card,Success,0b2b7975-19bc-48be-b01c-2d884fd858f9,2024-03-15,22930.63
195,195,Debit Card,Success,2dd1a47c-52a3-41d0-bf99-76bcb2dee977,2025-05-10,13905.19
196,196,Credit Card,Success,9c2bbce8-8990-42b1-987e-5c3e3e37f72b,2023-02-07,21183.05
197,197,Cash,Success,6029fcce-280f-45a2-8e6d-c884b1cba7fb,2023-10-08,4196.2
198,198,Cash,Success,d0c4614b-aa71-410c-9d87-132c87ff928c,2025-02-07,11471.55
199,199,Wallet,Success,c7937b6e-671d-4e22-8ef2-bf60384a67df,2023-01-10,1162.11
200,200,Cash,Success,05a667e3-c9dc-4863-932c-a2ec0d585040,2025-07-06,9084.49
201,201,Net Banking,Pending,04dcb6fa-3722-4dd1-9eeb-d119be6aa356,2025-08-15,3445.85
202,202,UPI,Failed,bcd0963a-3554-4376-95da-c0737819683c,2024-08-24,21278.4
203,203,Net Banking,Failed,fba2f11c-ce6a-43d5-ad8e-9206fe7d42a6,2023-03-02,7172.76
204,204,Debit Card,Success,04531583-b7ff-4de2-bd6d-75092cc687d3,2025-12-03,6309.87
205,205,Debit Card,Success,2b1e9a24-26c9-4063-80fe-de298cf05a08,2025-09-19,15360.68
206,206,Wallet,Success,3fc132ee-7a4b-48d5-a06b-de032f1c481c,2024-04-10,1197.16
207,207,Debit Card,Failed,4ce73662-b4be-43f2-8f75-e246120d430d,2025-10-04,11511.73
208,208,Net Banking,Success,c6775055-c368-4fa5-8a08-ea544dac7e40,2023-08-31,15989.87
209,209,Credit Card,Success,033acda1-498c-4623-bd4b-624de3f842b4,2023-08-29,8221.07
210,210,Cash,Failed,a0539c82-3494-4479-a8c5-398a2ee94125,2025-04-19,12042.71
211,211,Cash,Success,4efbc359-4ba3-4594-821b-a7cc13f12c92,2023-07-08,4972.73
212,212,Debit Card,Success,6a22fa5f-57b6-4e88-955f-b3070aedd374,2024-02-06,21770.53
213,213,Net Banking,Success,ea45cc85-459f-4ca5-a43d-f196257c8a43,2024-08-20,25234.59
214,214,Wallet,Success,3bc4f748-e1df-408f-85e6-0af5c00f79d6,2025-06-14,16660.67
215,215,Credit Card,Success,dca9556b-c686-479a-b283-8721fdac46a3,2023-03-09,4744.68
216,216,UPI,Success,ac5f07a9-09e5-4884-9f5c-a72fce194cfd,2023-03-08,5319.21
217,217,Wallet,Success,e4face6e-4a25-440f-8de1-2b73a7de8804,2023-02-15,21227.69
218,218,Wallet,Failed,ffa89a2c-225d-42b3-b045-b9a60290ef34,2024-12-03,7935.06
219,219,Net Banking,Success,ca4969f6-3b23-4e78-8aad-e920a8e5187c,2025-12-11,13730.68
220,220,Wallet,Success,8fec854f-6ca3-4122-b0a2-afe1db0773d3,2025-05-14,6348.38
221,221,Wallet,Pending,79fa7ecb-9119-43ab-ac19-3ffde9158133,2025-09-01,1893.59
222,222,Debit Card,Pending,fa3daadd-7069-4225-89c1-4b61a5ab3493,2024-06-19,3997.89
223,223,Debit Card,Success,4a4e3049-343c-4ccc-9bff-83e0d30fbf5a,2024-12-24,15979.82
224,224,UPI,Failed,f1882113-f502-4bbc-be4b-67188f4415b2,2023-11-23,11182.22
225,225,Cash,Pending,683e45ef-3493-431e-9e7b-e1dd275ad169,2024-05-02,24217.02
226,226,Cash,Success,be174a5a-af5c-482d-9a00-8ce973919371,2023-10-31,16819.79
227,227,Debit Card,Pending,18de59c5-5e52-44d1-8967-0cc706f6ace2,2023-10-16,9908.91
228,228,Net Banking,Success,4c82b62a-67a9-4a16-821b-5600ee2db20d,2024-02-03,15389.76
229,229,Debit Card,Success,c87879e0-5d06-428b-8423-268d005c3960,2025-11-14,11197.42
230,230,Cash,Failed,a94b8671-59a1-40d4-ba4f-f9d8471c0384,2025-04-23,15114.06
231,231,Wallet,Pending,674b88d9-81ac-42ba-90e3-7cf28a68e5f6,2025-11-02,22104.61
232,232,Cash,Failed,cb1c3b00-6a48-435f-a197-fe1e609c2e6b,2025-05-04,2378.7
233,233,UPI,Success,e1a4445d-277f-42a3-b401-1ae76bc2ec1d,2024-01-01,23786.03
234,234,Net Banking,Failed,4ec03a29-d900-4383-8cae-2006cd02c7ed,2024-07-16,23349.2
235,235,UPI,Success,62e8815f-ae90-4240-a21d-09c7a7f82df7,2023-11-16,7550.97
236,236,UPI,Success,8d50e210-b443-4978-ad2d-b61aafed7615,2025-08-23,1841.48
237,237,Credit Card,Success,3ee07d0b-f303-4f7e-9406-a89b8ac3983b,2023-09-04,3420.78
238,238,Net Banking,Success,4b4b2980-5646-4ec3-961b-d3074d0d6223,2024-12-07,7946.35
239,239,Debit Card,Success,c93f3fb6-5ce0-4722-aab9-d0f10890fde9,2023-09-18,18287.72
240,240,Cash,Success,48d3d496-a74b-4f5d-b9ad-fbc6652bf56c,2023-12-08,10101.72
241,241,Cash,Failed,eb134d46-f66a-4338-b0d3-b7b62ac7e6c9,2024-07-31,7899.18
242,242,Wallet,Success,ddfb9906-e5b8-4f17-8904-6993ed40bf53,2023-08-16,20655.34
243,243,Net Banking,Success,92520986-627e-4bbf-881f-05739e4a4353,2023-03-15,5009.22
244,244,Net Banking,Success,893a2da3-a1ac-4ec5-9688-7fdf68ee69a2,2025-03-10,8738.85
245,245,Debit Card,Success,1b60ae4e-50fd-4f6f-b5dd-aa7d05289c31,2024-03-01,8805.99
246,246,Cash,Pending,fdd58414-cae6-4028-9651-3ad773ad2ae8,2023-01-28,13493.52
247,247,Credit Card,Failed,4f3afa47-ba0b-4efd-bee2-ac26dd788e76,2025-11-13,13365.78
248,248,UPI,Success,3e052fe9-081f-4e34-8714-591d2e08a621,2024-11-01,16767.07
249,249,Cash,Failed,87cdf22e-9c3a-4741-a81e-1c18f78cfea9,2024-04-06,15528.66
250,250,Cash,Success,ebe97827-e093-403e-9ada-77f0c1ae6ee1,2024-10-29,28263.45
251,251,Debit Card,Pending,625b6f07-81cf-4a0a-b79e-fae0b54c874f,2023-12-12,18507.97
252,252,Net Banking,Success,1706a963-68c7-46db-ab1c-87fe8aa1f325,2024-09-04,24507.87
253,253,Credit Card,Failed,8fd9292a-fde3-46db-a0c8-190ddc72fa43,2024-07-04,1009.26
254,254,Credit Card,Success,925fb7da-7571-4984-b825-ec6920350d19,2024-01-25,3623.68
255,255,Cash,Success,daef3505-9e02-4c06-97d2-5c6f0b628c8a,2025-06-02,21696.94
256,256,UPI,Success,b3df9b88-1c37-410b-b7af-30010a1cbc62,2025-01-22,13797.09
257,257,UPI,Success,7fa12eec-7359-4afb-9ce7-060ae912c900,2024-06-01,14891.72
258,258,Credit Card,Pending,af5e6088-95e5-4be1-84f3-3587149233f1,2025-11-22,21494.05
259,259,Debit Card,Success,11dcdbc7-bcf3-417d-bca7-14db48ab08f6,2024-06-11,15826.89
260,260,Cash,Success,f9fefa79-1f00-4800-aa1a-a00fce7f0642,2024-03-31,14812.26
261,261,Debit Card,Success,280e360e-48e8-4d45-9bfc-19ef49ab94c6,2025-12-04,22133.87
262,262,Credit Card,Success,bf86dc44-3b9c-4c3d-b67c-7f9eff601105,2024-10-21,20588.69
263,263,Debit Card,Failed,37a55b4e-3819-4eec-8215-fd92b8d13bcc,2024-05-18,3061.07
264,264,Cash,Success,2d0eb7f3-4d8f-4232-ab74-7cdec5447981,2025-04-09,9850.43
265,265,Net Banking,Success,c096ed07-24a8-4127-9259-c2693c35f948,2023-02-18,4039.2
266,266,UPI,Success,66f0e905-d81d-4bd6-a986-c649fde91067,2024-03-25,2520.52
267,267,UPI,Pending,03cda68e-3807-48f0-9179-ab343a37c283,2024-01-23,27478.13
268,268,UPI,Failed,617b56c0-2444-4844-ba19-6c2ae6f608a0,2024-06-16,5566.31
269,269,Credit Card,Success,9e32578e-e565-4b7d-a0fd-14e454daf86f,2025-06-29,5511.76
270,270,Credit Card,Success,16d89262-16d2-4efa-b44e-dfa367d36a25,2023-06-25,18570.33
271,271,UPI,Failed,f8b21312-1795-491d-9465-cb3e4dc3e4ce,2024-12-26,7490.44
